nutrition,measure,food_product,value
Vitamin B-6,MG,Duck,0.0
Vitamin B-6,MG,Eau De Vie,0.0
Vitamin B-6,MG,Egg,0.0
Vitamin B-6,MG,Eggplant,0.0
Vitamin B-6,MG,Endive,0.0
Vitamin B-6,MG,Fennel,0.0
Vitamin B-6,MG,Fish,0.0
Vitamin B-6,MG,Fontina,0.0
Vitamin B-6,MG,Gin,0.0
Vitamin B-6,MG,Goose,0.0
Vitamin B-6,MG,Grains,0.0
Vitamin B-6,MG,Ham,0.0
Vitamin B-6,MG,Herb,0.0
Vitamin B-6,MG,Honey,0.0
Vitamin B-6,MG,Honeydew,0.0
Vitamin B-6,MG,Horseradish,0.0
Vitamin B-6,MG,Jerusalem Artichoke,0.0
Vitamin B-6,MG,Kale,0.0
Vitamin B-6,MG,Kirsch,0.0
Vitamin B-6,MG,Kumquat,0.0
Vitamin B-6,MG,Lamb,0.0
Vitamin B-6,MG,Lamb Chop,0.0
Vitamin B-6,MG,Lamb Shank,0.0
Vitamin B-6,MG,Leafy Green,0.0
Vitamin B-6,MG,Leek,0.0
Vitamin B-6,MG,Lentil,0.0
Vitamin B-6,MG,Lettuce,0.0
Vitamin B-6,MG,Lima Bean,0.0
Vitamin B-6,MG,Lime,0.0
Vitamin B-6,MG,Lime Juice,0.0
Vitamin B-6,MG,Liqueur,0.0
Vitamin B-6,MG,Lobster,0.0
Vitamin B-6,MG,Lychee,0.0
Vitamin B-6,MG,Macadamia Nut,0.0
Vitamin B-6,MG,Margarita,0.0
Vitamin B-6,MG,Melon,0.0
Vitamin B-6,MG,Molasses,0.0
Vitamin B-6,MG,Mussel,0.0
Vitamin B-6,MG,Mustard,0.0
Vitamin B-6,MG,Nectarine,0.0
Vitamin B-6,MG,Nut,0.0
Vitamin B-6,MG,Nutmeg,0.0
Vitamin B-6,MG,Oat,0.0
Vitamin B-6,MG,Octopus,0.0
Vitamin B-6,MG,Olive,0.0
Vitamin B-6,MG,Orange Juice,0.0
Vitamin B-6,MG,Organic,0.0
Vitamin B-6,MG,Oyster,0.0
Vitamin B-6,MG,Parmesan,0.0
Vitamin B-6,MG,Parsnip,0.0
Vitamin B-6,MG,Pea,0.0
Vitamin B-6,MG,Peanut Butter,0.0
Vitamin B-6,MG,Pear,0.0
Vitamin B-6,MG,Pecan,0.0
Vitamin B-6,MG,Persimmon,0.0
Vitamin B-6,MG,Pine Nut,0.0
Vitamin B-6,MG,Pistachio,0.5882352941176471
Vitamin B-6,MG,Plantain,0.0
Vitamin B-6,MG,Plum,0.0
Vitamin B-6,MG,Poppy,0.0
Vitamin B-6,MG,Pork Chop,0.0
Vitamin B-6,MG,Pork Rib,0.0
Vitamin B-6,MG,Port,0.0
Vitamin B-6,MG,Potato,0.0
Vitamin B-6,MG,Poultry,0.0
Vitamin B-6,MG,Poultry Sausage,0.0
Vitamin B-6,MG,Quail,0.0
Vitamin B-6,MG,Quince,0.0
Vitamin B-6,MG,Rabbit,0.0
Vitamin B-6,MG,Rack Of Lamb,0.0
Vitamin B-6,MG,Radish,0.0
Vitamin B-6,MG,Red Wine,0.0
Vitamin B-6,MG,Rhubarb,0.0
Vitamin B-6,MG,Ricotta,0.0
Vitamin B-6,MG,Roast,0.0
Vitamin B-6,MG,Root Vegetable,0.0
Vitamin B-6,MG,Rum,0.0
Vitamin B-6,MG,Saffron,0.5882352941176471
Vitamin B-6,MG,Sake,0.0
Vitamin B-6,MG,Sardine,0.0
Vitamin B-6,MG,Scallop,0.0
Vitamin B-6,MG,Scotch,0.0
Vitamin B-6,MG,Seed,0.0
Vitamin B-6,MG,Sesame,0.0
Vitamin B-6,MG,Sesame Oil,0.0
Vitamin B-6,MG,Shallot,0.0
Vitamin B-6,MG,Shellfish,0.0
Vitamin B-6,MG,Sorbet,0.0
Vitamin B-6,MG,Soy,0.0
Vitamin B-6,MG,Soy Sauce,0.0
Vitamin B-6,MG,Sparkling Wine,0.0
Vitamin B-6,MG,Spice,0.0
Vitamin B-6,MG,Squash,0.0
Vitamin B-6,MG,Swordfish,0.0
Vitamin B-6,MG,Tamarind,0.0
Vitamin B-6,MG,Tequila,0.0
Vitamin B-6,MG,Tomatillo,0.0
Vitamin B-6,MG,Tropical Fruit,0.0
Vitamin B-6,MG,Trout,0.0
Vitamin B-6,MG,Turnip,0.0
Vitamin B-6,MG,Vanilla,0.0
Vitamin B-6,MG,Veal,0.0
Vitamin B-6,MG,Vegetable,0.0
Vitamin B-6,MG,Venison,0.0
Vitamin B-6,MG,Vinegar,0.0
Vitamin B-6,MG,Vodka,0.0
Vitamin B-6,MG,Wasabi,0.0
Vitamin B-6,MG,Watercress,0.0
Vitamin B-6,MG,Wedding,0.0
Vitamin B-6,MG,Whiskey,0.0
Vitamin B-6,MG,White Wine,0.0
Vitamin B-6,MG,Wild Rice,0.0
Vitamin B-6,MG,Wine,0.0
Vitamin B-6,MG,Wok,0.0
Vitamin B-12,UG,Almond,0.0
Vitamin B-12,UG,Anchovy,0.0
Vitamin B-12,UG,Anise,0.0
Vitamin B-12,UG,Asian Pear,0.0
Vitamin B-12,UG,Avocado,0.0
Vitamin B-12,UG,Barley,0.0
Vitamin B-12,UG,Bass,0.0
Vitamin B-12,UG,Bean,0.0
Vitamin B-12,UG,Beef Rib,0.4166666666666667
Vitamin B-12,UG,Beef Shank,1.25
Vitamin B-12,UG,Beer,0.0
Vitamin B-12,UG,Beet,0.0
Vitamin B-12,UG,Berry,0.0
Vitamin B-12,UG,Bitters,0.0
Vitamin B-12,UG,Bran,0.0
Vitamin B-12,UG,Brandy,0.0
Vitamin B-12,UG,Brisket,0.8333333333333334
Vitamin B-12,UG,Brussel Sprout,0.0
Vitamin B-12,UG,Cabbage,0.0
Vitamin B-12,UG,Caraway,0.0
Vitamin B-12,UG,Carrot,0.0
Vitamin B-12,UG,Champagne,0.0
Vitamin B-12,UG,Chard,0.0
Vitamin B-12,UG,Chartreuse,0.0
Vitamin B-12,UG,Chile,0.0
Vitamin B-12,UG,Chile Pepper,0.0
Vitamin B-12,UG,Chill,0.0
Vitamin B-12,UG,Chive,0.0
Vitamin B-12,UG,Citrus,0.0
Vitamin B-12,UG,Clam,1.6666666666666667
Vitamin B-12,UG,Clove,0.0
Vitamin B-12,UG,Coriander,0.0
Vitamin B-12,UG,Crab,1.25
Vitamin B-12,UG,Cranberry Sauce,0.0
Vitamin B-12,UG,Cucumber,0.0
Vitamin B-12,UG,Cumin,0.0
Vitamin B-12,UG,Currant,0.0
Vitamin B-12,UG,Date,0.0
Vitamin B-12,UG,Dried Fruit,0.0
Vitamin B-12,UG,Duck,0.0
Vitamin B-12,UG,Eau De Vie,0.0
Vitamin B-12,UG,Egg,0.0
Vitamin B-12,UG,Eggplant,0.0
Vitamin B-12,UG,Endive,0.0
Vitamin B-12,UG,Fennel,0.0
Vitamin B-12,UG,Feta,0.8333333333333334
Vitamin B-12,UG,Fish,0.0
Vitamin B-12,UG,Fontina,0.4166666666666667
Vitamin B-12,UG,Gin,0.0
Vitamin B-12,UG,Goose,0.0
Vitamin B-12,UG,Grains,0.0
Vitamin B-12,UG,Ham,0.0
Vitamin B-12,UG,Herb,0.0
Vitamin B-12,UG,Honey,0.0
Vitamin B-12,UG,Honeydew,0.0
Vitamin B-12,UG,Horseradish,0.0
Vitamin B-12,UG,Jerusalem Artichoke,0.0
Vitamin B-12,UG,Kirsch,0.0
Vitamin B-12,UG,Kumquat,0.0
Vitamin B-12,UG,Lamb,0.8333333333333334
Vitamin B-12,UG,Lamb Chop,0.8333333333333334
Vitamin B-12,UG,Lamb Shank,0.8333333333333334
Vitamin B-12,UG,Leafy Green,0.0
Vitamin B-12,UG,Leek,0.0
Vitamin B-12,UG,Lentil,0.0
Vitamin B-12,UG,Lettuce,0.0
Vitamin B-12,UG,Lima Bean,0.0
Vitamin B-12,UG,Lime,0.0
Vitamin B-12,UG,Lime Juice,0.0
Vitamin B-12,UG,Liqueur,0.0
Vitamin B-12,UG,Lobster,0.4166666666666667
Vitamin B-12,UG,Lychee,0.0
Vitamin B-12,UG,Macadamia Nut,0.0
Vitamin B-12,UG,Margarita,0.0
Vitamin B-12,UG,Molasses,0.0
Vitamin B-12,UG,Mussel,5.0
Vitamin B-12,UG,Mustard,0.0
Vitamin B-12,UG,Nectarine,0.0
Vitamin B-12,UG,Nut,0.0
Vitamin B-12,UG,Nutmeg,0.0
Vitamin B-12,UG,Oat,0.0
Vitamin B-12,UG,Octopus,5.416666666666667
Vitamin B-12,UG,Olive,0.0
Vitamin B-12,UG,Organic,0.0
Vitamin B-12,UG,Oyster,0.4166666666666667
Vitamin B-12,UG,Parmesan,0.4166666666666667
Vitamin B-12,UG,Parsnip,0.0
Vitamin B-12,UG,Pea,0.0
Vitamin B-12,UG,Peanut Butter,0.0
Vitamin B-12,UG,Pear,0.0
Vitamin B-12,UG,Pecan,0.0
Vitamin B-12,UG,Persimmon,0.0
Vitamin B-12,UG,Pine Nut,0.0
Vitamin B-12,UG,Plantain,0.0
Vitamin B-12,UG,Plum,0.0
Vitamin B-12,UG,Poppy,0.0
Vitamin B-12,UG,Pork Chop,0.0
Vitamin B-12,UG,Pork Rib,0.0
Vitamin B-12,UG,Port,0.4166666666666667
Vitamin B-12,UG,Potato,0.0
Vitamin B-12,UG,Poultry,0.0
Vitamin B-12,UG,Poultry Sausage,0.0
Vitamin B-12,UG,Quail,0.0
Vitamin B-12,UG,Quince,0.0
Vitamin B-12,UG,Rabbit,2.5
Vitamin B-12,UG,Rack Of Lamb,0.4166666666666667
Vitamin B-12,UG,Radish,0.0
Vitamin B-12,UG,Red Wine,0.0
Vitamin B-12,UG,Rhubarb,0.0
Vitamin B-12,UG,Ricotta,0.0
Vitamin B-12,UG,Roast,0.8333333333333334
Vitamin B-12,UG,Root Vegetable,0.0
Vitamin B-12,UG,Rum,0.0
Vitamin B-12,UG,Saffron,0.0
Vitamin B-12,UG,Sake,0.0
Vitamin B-12,UG,Sardine,1.6666666666666667
Vitamin B-12,UG,Scallop,0.0
Vitamin B-12,UG,Scotch,0.0
Vitamin B-12,UG,Seed,0.0
Vitamin B-12,UG,Sesame,0.0
Vitamin B-12,UG,Sesame Oil,0.0
Vitamin B-12,UG,Shallot,0.0
Vitamin B-12,UG,Shellfish,0.4166666666666667
Vitamin B-12,UG,Sorbet,0.0
Vitamin B-12,UG,Soy,0.0
Vitamin B-12,UG,Soy Sauce,0.0
Vitamin B-12,UG,Sparkling Wine,0.0
Vitamin B-12,UG,Spice,0.0
Vitamin B-12,UG,Squash,0.0
Vitamin B-12,UG,Swordfish,0.4166666666666667
Vitamin B-12,UG,Tamarind,0.0
Vitamin B-12,UG,Tequila,0.0
Vitamin B-12,UG,Tomatillo,0.0
Vitamin B-12,UG,Tropical Fruit,0.0
Vitamin B-12,UG,Trout,0.8333333333333334
Vitamin B-12,UG,Turnip,0.0
Vitamin B-12,UG,Vanilla,0.0
Vitamin B-12,UG,Veal,0.0
Vitamin B-12,UG,Vegetable,0.0
Vitamin B-12,UG,Venison,0.4166666666666667
Vitamin B-12,UG,Vinegar,0.0
Vitamin B-12,UG,Vodka,0.0
Vitamin B-12,UG,Wasabi,0.0
Vitamin B-12,UG,Watercress,0.0
Vitamin B-12,UG,Wedding,0.0
Vitamin B-12,UG,Whiskey,0.0
Vitamin B-12,UG,White Wine,0.0
Vitamin B-12,UG,Wine,0.0
Vitamin B-12,UG,Wok,0.0
"Choline, total",MG,Almond,0.09454545454545454
"Choline, total",MG,Anchovy,0.15454545454545454
"Choline, total",MG,Asian Pear,0.00909090909090909
"Choline, total",MG,Avocado,0.005454545454545455
"Choline, total",MG,Barley,0.023636363636363636
"Choline, total",MG,Bass,0.09636363636363636
"Choline, total",MG,Bean,0.02909090909090909
"Choline, total",MG,Beer,0.01818181818181818
"Choline, total",MG,Beet,0.02727272727272727
"Choline, total",MG,Berry,0.00909090909090909
"Choline, total",MG,Bitters,0.01818181818181818
"Choline, total",MG,Bran,0.04727272727272727
"Choline, total",MG,Brandy,0.0
"Choline, total",MG,Brisket,0.19090909090909092
"Choline, total",MG,Brussel Sprout,0.034545454545454546
"Choline, total",MG,Cabbage,0.02727272727272727
"Choline, total",MG,Carrot,0.014545454545454545
"Choline, total",MG,Champagne,0.005454545454545455
"Choline, total",MG,Chard,0.034545454545454546
"Choline, total",MG,Chartreuse,0.0
"Choline, total",MG,Chile,0.02
"Choline, total",MG,Chile Pepper,0.15272727272727274
"Choline, total",MG,Chill,0.01090909090909091
"Choline, total",MG,Chive,0.00909090909090909
"Choline, total",MG,Citrus,0.0
"Choline, total",MG,Clam,0.07636363636363637
"Choline, total",MG,Clove,0.06727272727272728
"Choline, total",MG,Crab,0.14545454545454545
"Choline, total",MG,Cranberry Sauce,0.005454545454545455
"Choline, total",MG,Cucumber,0.007272727272727273
"Choline, total",MG,Cumin,0.04363636363636364
"Choline, total",MG,Currant,0.01818181818181818
"Choline, total",MG,Date,0.01090909090909091
"Choline, total",MG,Dried Fruit,0.02
"Choline, total",MG,Duck,0.0018181818181818182
"Choline, total",MG,Eau De Vie,0.1618181818181818
"Choline, total",MG,Eggplant,0.02
"Choline, total",MG,Endive,0.02909090909090909
"Choline, total",MG,Fennel,0.02727272727272727
"Choline, total",MG,Fish,0.07636363636363637
"Choline, total",MG,Fontina,0.02727272727272727
"Choline, total",MG,Gin,0.0
"Choline, total",MG,Grains,0.05454545454545454
"Choline, total",MG,Ham,0.13636363636363635
"Choline, total",MG,Herb,0.0
"Choline, total",MG,Honey,0.0036363636363636364
"Choline, total",MG,Honeydew,0.012727272727272728
"Choline, total",MG,Horseradish,0.01090909090909091
"Choline, total",MG,Jerusalem Artichoke,0.05454545454545454
"Choline, total",MG,Kirsch,0.0
"Choline, total",MG,Kumquat,0.014545454545454545
"Choline, total",MG,Lamb,0.18181818181818182
"Choline, total",MG,Lamb Chop,0.18181818181818182
"Choline, total",MG,Leafy Green,0.01818181818181818
"Choline, total",MG,Leek,0.01818181818181818
"Choline, total",MG,Lentil,0.034545454545454546
"Choline, total",MG,Lettuce,0.01818181818181818
"Choline, total",MG,Lima Bean,0.05454545454545454
"Choline, total",MG,Lime,0.30727272727272725
"Choline, total",MG,Lime Juice,0.00909090909090909
"Choline, total",MG,Liqueur,0.0
"Choline, total",MG,Lobster,0.1618181818181818
"Choline, total",MG,Lychee,0.012727272727272728
"Choline, total",MG,Margarita,0.0
"Choline, total",MG,Molasses,0.023636363636363636
"Choline, total",MG,Mussel,0.14909090909090908
"Choline, total",MG,Mustard,0.04
"Choline, total",MG,Nectarine,0.01090909090909091
"Choline, total",MG,Oat,0.07272727272727272
"Choline, total",MG,Octopus,0.10181818181818182
"Choline, total",MG,Olive,0.016363636363636365
"Choline, total",MG,Organic,0.02727272727272727
"Choline, total",MG,Oyster,0.04363636363636364
"Choline, total",MG,Parmesan,0.025454545454545455
"Choline, total",MG,Parsnip,0.04727272727272727
"Choline, total",MG,Pea,0.10363636363636364
"Choline, total",MG,Peanut Butter,0.11454545454545455
"Choline, total",MG,Pear,0.00909090909090909
"Choline, total",MG,Pecan,0.07272727272727272
"Choline, total",MG,Persimmon,0.03636363636363636
"Choline, total",MG,Pine Nut,0.1
"Choline, total",MG,Plantain,0.0
"Choline, total",MG,Plum,0.0018181818181818182
"Choline, total",MG,Poppy,0.01090909090909091
"Choline, total",MG,Pork Chop,0.10363636363636364
"Choline, total",MG,Pork Rib,0.10181818181818182
"Choline, total",MG,Port,0.02727272727272727
"Choline, total",MG,Potato,0.09636363636363636
"Choline, total",MG,Poultry,0.005454545454545455
"Choline, total",MG,Poultry Sausage,0.005454545454545455
"Choline, total",MG,Quail,0.11818181818181818
"Choline, total",MG,Rabbit,0.21818181818181817
"Choline, total",MG,Radish,0.01090909090909091
"Choline, total",MG,Red Wine,0.00909090909090909
"Choline, total",MG,Rhubarb,0.00909090909090909
"Choline, total",MG,Ricotta,0.02909090909090909
"Choline, total",MG,Roast,0.15272727272727274
"Choline, total",MG,Root Vegetable,0.02
"Choline, total",MG,Rum,0.0
"Choline, total",MG,Sake,0.0
"Choline, total",MG,Sardine,0.08727272727272728
"Choline, total",MG,Scallop,0.10181818181818182
"Choline, total",MG,Scotch,0.0
"Choline, total",MG,Sesame,0.007272727272727273
"Choline, total",MG,Sesame Oil,0.0
"Choline, total",MG,Shallot,0.02
"Choline, total",MG,Shellfish,0.16363636363636364
"Choline, total",MG,Sorbet,0.007272727272727273
"Choline, total",MG,Soy,0.2018181818181818
"Choline, total",MG,Soy Sauce,0.03272727272727273
"Choline, total",MG,Sparkling Wine,0.0
"Choline, total",MG,Spice,0.03636363636363636
"Choline, total",MG,Squash,0.012727272727272728
"Choline, total",MG,Swordfish,0.13272727272727272
"Choline, total",MG,Tamarind,0.014545454545454545
"Choline, total",MG,Tequila,0.0
"Choline, total",MG,Tomatillo,0.012727272727272728
"Choline, total",MG,Tropical Fruit,0.005454545454545455
"Choline, total",MG,Trout,0.10181818181818182
"Choline, total",MG,Vanilla,0.04727272727272727
"Choline, total",MG,Veal,0.11636363636363636
"Choline, total",MG,Vegetable,0.023636363636363636
"Choline, total",MG,Venison,0.05272727272727273
"Choline, total",MG,Vinegar,0.0
"Choline, total",MG,Vodka,0.0
"Choline, total",MG,Wasabi,0.0036363636363636364
"Choline, total",MG,Watercress,0.016363636363636365
"Choline, total",MG,Wedding,0.025454545454545455
"Choline, total",MG,Whiskey,0.0
"Choline, total",MG,White Wine,0.007272727272727273
"Choline, total",MG,Wine,0.0
"Choline, total",MG,Wok,0.0
Vitamin K (phylloquinone),UG,Almond,0.0
Vitamin K (phylloquinone),UG,Anchovy,0.1
Vitamin K (phylloquinone),UG,Asian Pear,0.03333333333333333
Vitamin K (phylloquinone),UG,Avocado,0.8
Vitamin K (phylloquinone),UG,Barley,0.016666666666666666
Vitamin K (phylloquinone),UG,Bass,0.10833333333333334
Vitamin K (phylloquinone),UG,Bean,0.008333333333333333
Vitamin K (phylloquinone),UG,Beer,0.0
Vitamin K (phylloquinone),UG,Beet,0.0
Vitamin K (phylloquinone),UG,Berry,0.058333333333333334
Vitamin K (phylloquinone),UG,Bitters,0.05
Vitamin K (phylloquinone),UG,Bran,0.025
Vitamin K (phylloquinone),UG,Brandy,0.0
Vitamin K (phylloquinone),UG,Brisket,0.008333333333333333
Vitamin K (phylloquinone),UG,Brussel Sprout,1.475
Vitamin K (phylloquinone),UG,Cabbage,0.35833333333333334
Vitamin K (phylloquinone),UG,Carrot,0.10833333333333334
Vitamin K (phylloquinone),UG,Champagne,0.0
Vitamin K (phylloquinone),UG,Chard,7.216666666666667
Vitamin K (phylloquinone),UG,Chartreuse,0.0
Vitamin K (phylloquinone),UG,Chile,0.10833333333333334
Vitamin K (phylloquinone),UG,Chile Pepper,0.9
Vitamin K (phylloquinone),UG,Chill,0.0
Vitamin K (phylloquinone),UG,Chive,1.775
Vitamin K (phylloquinone),UG,Citrus,0.0
Vitamin K (phylloquinone),UG,Clam,0.06666666666666667
Vitamin K (phylloquinone),UG,Clove,1.1833333333333333
Vitamin K (phylloquinone),UG,Crab,0.0
Vitamin K (phylloquinone),UG,Cranberry Sauce,0.008333333333333333
Vitamin K (phylloquinone),UG,Cucumber,0.08333333333333333
Vitamin K (phylloquinone),UG,Cumin,0.041666666666666664
Vitamin K (phylloquinone),UG,Currant,0.025
Vitamin K (phylloquinone),UG,Date,0.016666666666666666
Vitamin K (phylloquinone),UG,Dill,0.13333333333333333
Vitamin K (phylloquinone),UG,Dried Fruit,0.041666666666666664
Vitamin K (phylloquinone),UG,Duck,0.0
Vitamin K (phylloquinone),UG,Eau De Vie,0.008333333333333333
Vitamin K (phylloquinone),UG,Eggplant,0.2
Vitamin K (phylloquinone),UG,Endive,1.925
Vitamin K (phylloquinone),UG,Fennel,0.6166666666666667
Vitamin K (phylloquinone),UG,Fish,0.03333333333333333
Vitamin K (phylloquinone),UG,Fontina,0.016666666666666666
Vitamin K (phylloquinone),UG,Gin,0.0
Vitamin K (phylloquinone),UG,Grains,0.041666666666666664
Vitamin K (phylloquinone),UG,Ham,0.0
Vitamin K (phylloquinone),UG,Herb,0.0
Vitamin K (phylloquinone),UG,Honey,0.0
Vitamin K (phylloquinone),UG,Honeydew,0.016666666666666666
Vitamin K (phylloquinone),UG,Horseradish,0.008333333333333333
Vitamin K (phylloquinone),UG,Jerusalem Artichoke,0.0
Vitamin K (phylloquinone),UG,Kale,6.9
Vitamin K (phylloquinone),UG,Kirsch,0.0
Vitamin K (phylloquinone),UG,Kumquat,0.0
Vitamin K (phylloquinone),UG,Lamb,0.03333333333333333
Vitamin K (phylloquinone),UG,Lamb Chop,0.03333333333333333
Vitamin K (phylloquinone),UG,Leafy Green,0.18333333333333332
Vitamin K (phylloquinone),UG,Leek,0.425
Vitamin K (phylloquinone),UG,Lentil,0.075
Vitamin K (phylloquinone),UG,Lettuce,0.625
Vitamin K (phylloquinone),UG,Lima Bean,0.075
Vitamin K (phylloquinone),UG,Lime,0.0
Vitamin K (phylloquinone),UG,Lime Juice,0.0
Vitamin K (phylloquinone),UG,Liqueur,0.0
Vitamin K (phylloquinone),UG,Lobster,0.0
Vitamin K (phylloquinone),UG,Lychee,0.0
Vitamin K (phylloquinone),UG,Margarita,0.0
Vitamin K (phylloquinone),UG,Molasses,0.0
Vitamin K (phylloquinone),UG,Mussel,0.0
Vitamin K (phylloquinone),UG,Mustard,0.008333333333333333
Vitamin K (phylloquinone),UG,Nectarine,0.016666666666666666
Vitamin K (phylloquinone),UG,Nut,0.2833333333333333
Vitamin K (phylloquinone),UG,Oat,0.016666666666666666
Vitamin K (phylloquinone),UG,Octopus,0.10833333333333334
Vitamin K (phylloquinone),UG,Olive,0.05
Vitamin K (phylloquinone),UG,Organic,0.041666666666666664
Vitamin K (phylloquinone),UG,Oyster,0.26666666666666666
Vitamin K (phylloquinone),UG,Parmesan,0.008333333333333333
Vitamin K (phylloquinone),UG,Parsnip,0.025
Vitamin K (phylloquinone),UG,Pea,0.4166666666666667
Vitamin K (phylloquinone),UG,Peanut Butter,0.0
Vitamin K (phylloquinone),UG,Pear,0.03333333333333333
Vitamin K (phylloquinone),UG,Pecan,0.025
Vitamin K (phylloquinone),UG,Persimmon,0.05
Vitamin K (phylloquinone),UG,Pine Nut,0.44166666666666665
Vitamin K (phylloquinone),UG,Plantain,0.23333333333333334
Vitamin K (phylloquinone),UG,Plum,0.03333333333333333
Vitamin K (phylloquinone),UG,Poppy,0.4166666666666667
Vitamin K (phylloquinone),UG,Pork Chop,0.025
Vitamin K (phylloquinone),UG,Pork Rib,0.0
Vitamin K (phylloquinone),UG,Port,0.016666666666666666
Vitamin K (phylloquinone),UG,Potato,0.06666666666666667
Vitamin K (phylloquinone),UG,Poultry,0.0
Vitamin K (phylloquinone),UG,Poultry Sausage,0.0
Vitamin K (phylloquinone),UG,Quail,0.03333333333333333
Vitamin K (phylloquinone),UG,Rabbit,0.008333333333333333
Vitamin K (phylloquinone),UG,Radicchio,1.4166666666666667
Vitamin K (phylloquinone),UG,Radish,0.008333333333333333
Vitamin K (phylloquinone),UG,Red Wine,0.0
Vitamin K (phylloquinone),UG,Rhubarb,0.21666666666666667
Vitamin K (phylloquinone),UG,Ricotta,0.0
Vitamin K (phylloquinone),UG,Roast,0.008333333333333333
Vitamin K (phylloquinone),UG,Root Vegetable,0.008333333333333333
Vitamin K (phylloquinone),UG,Rum,0.0
Vitamin K (phylloquinone),UG,Sake,0.0
Vitamin K (phylloquinone),UG,Sardine,0.008333333333333333
Vitamin K (phylloquinone),UG,Scallop,0.10833333333333334
Vitamin K (phylloquinone),UG,Scotch,0.0
Vitamin K (phylloquinone),UG,Sesame,0.4666666666666667
Vitamin K (phylloquinone),UG,Sesame Oil,0.10833333333333334
Vitamin K (phylloquinone),UG,Shallot,0.0
Vitamin K (phylloquinone),UG,Shellfish,0.05
Vitamin K (phylloquinone),UG,Sorbet,0.0
Vitamin K (phylloquinone),UG,Soy,0.09166666666666666
Vitamin K (phylloquinone),UG,Soy Sauce,0.0
Vitamin K (phylloquinone),UG,Sparkling Wine,0.0
Vitamin K (phylloquinone),UG,Spice,0.23333333333333334
Vitamin K (phylloquinone),UG,Spinach,4.033333333333333
Vitamin K (phylloquinone),UG,Squash,0.025
Vitamin K (phylloquinone),UG,Swordfish,0.03333333333333333
Vitamin K (phylloquinone),UG,Tamarind,0.016666666666666666
Vitamin K (phylloquinone),UG,Tequila,0.0
Vitamin K (phylloquinone),UG,Tomatillo,0.08333333333333333
Vitamin K (phylloquinone),UG,Tropical Fruit,0.0
Vitamin K (phylloquinone),UG,Trout,0.10833333333333334
Vitamin K (phylloquinone),UG,Vanilla,0.008333333333333333
Vitamin K (phylloquinone),UG,Veal,0.15833333333333333
Vitamin K (phylloquinone),UG,Vegetable,0.2
Vitamin K (phylloquinone),UG,Venison,0.016666666666666666
Vitamin K (phylloquinone),UG,Vinegar,0.0
Vitamin K (phylloquinone),UG,Vodka,0.0
Vitamin K (phylloquinone),UG,Wasabi,0.025
Vitamin K (phylloquinone),UG,Watercress,2.191666666666667
Vitamin K (phylloquinone),UG,Wedding,0.09166666666666666
Vitamin K (phylloquinone),UG,Whiskey,0.0
Vitamin K (phylloquinone),UG,White Wine,0.0
Vitamin K (phylloquinone),UG,Wine,0.0
Vitamin K (phylloquinone),UG,Wok,0.5916666666666667
"Folate, DFE",UG,Almond,0.1325
"Folate, DFE",UG,Anchovy,0.0325
"Folate, DFE",UG,Anise,0.025
"Folate, DFE",UG,Asian Pear,0.02
"Folate, DFE",UG,Avocado,0.01
"Folate, DFE",UG,Barley,0.04
"Folate, DFE",UG,Bass,0.1025
"Folate, DFE",UG,Bean,0.0525
"Folate, DFE",UG,Beef Shank,0.02
"Folate, DFE",UG,Beer,0.015
"Folate, DFE",UG,Beet,0.0675
"Folate, DFE",UG,Berry,0.0175
"Folate, DFE",UG,Bitters,0.1225
"Folate, DFE",UG,Bran,0.4275
"Folate, DFE",UG,Brandy,0.0
"Folate, DFE",UG,Brisket,0.02
"Folate, DFE",UG,Brussel Sprout,0.1525
"Folate, DFE",UG,Cabbage,0.13
"Folate, DFE",UG,Caraway,0.045
"Folate, DFE",UG,Carrot,0.0475
"Folate, DFE",UG,Champagne,0.0175
"Folate, DFE",UG,Chard,0.0275
"Folate, DFE",UG,Chartreuse,0.0
"Folate, DFE",UG,Chile,0.08
"Folate, DFE",UG,Chile Pepper,0.1275
"Folate, DFE",UG,Chill,0.0475
"Folate, DFE",UG,Chive,0.2625
"Folate, DFE",UG,Citrus,0.0
"Folate, DFE",UG,Clam,0.0525
"Folate, DFE",UG,Clove,0.0625
"Folate, DFE",UG,Coriander,0.0
"Folate, DFE",UG,Crab,0.1275
"Folate, DFE",UG,Cranberry Sauce,0.0025
"Folate, DFE",UG,Cucumber,0.015
"Folate, DFE",UG,Cumin,0.025
"Folate, DFE",UG,Currant,0.025
"Folate, DFE",UG,Date,0.0475
"Folate, DFE",UG,Dried Fruit,0.025
"Folate, DFE",UG,Duck,0.005
"Folate, DFE",UG,Eau De Vie,0.0275
"Folate, DFE",UG,Eggplant,0.0925
"Folate, DFE",UG,Endive,0.355
"Folate, DFE",UG,Fennel,0.065
"Folate, DFE",UG,Fish,0.06
"Folate, DFE",UG,Fontina,0.015
"Folate, DFE",UG,Gin,0.0
"Folate, DFE",UG,Goose,0.0
"Folate, DFE",UG,Grains,0.095
"Folate, DFE",UG,Ham,0.0025
"Folate, DFE",UG,Herb,0.0025
"Folate, DFE",UG,Honey,0.005
"Folate, DFE",UG,Honeydew,0.0475
"Folate, DFE",UG,Horseradish,0.1425
"Folate, DFE",UG,Jerusalem Artichoke,0.0325
"Folate, DFE",UG,Kirsch,0.0
